artistGNDId,artistName (preferred),placeOfBirth,birth year,num_works,birth_year_span_start
133485285,"Anonym, niederländisch, 16. Jahrhundert",Hamburg,1501,1,1500
133811506,"Colibert, Nicolas",Paris,1750,1,1750
133901254,"Kaler, Johann",Nürnberg,1564,2,1550
133912949,"Bigot, Georges",Paris,1860,1,1850
133944093,"Beaume, Joseph",Marseille,1796,2,1750
134105230,"Thibaut, Willem Willemsz.",Haarlem,1524,3,1500
13420011X,"Delvaux, Remi-Henri-Joseph",Lille,1748,1,1700
134211987,"Anonym, niederländisch, 16. Jahrhundert",Pordenone,1501,1,1500
134277406,"Bouchard, J.",Viarmes,1701,1,1700
134289838,"Kick, Simon",Delft,1603,1,1600
135596173,"Buchner, Georg Paul",Velden,1785,1,1750
135788005,"Duvaux, Jules-Antoine",Paris,1818,1,1800
135852544,"Fessard, Etienne",Paris,1714,2,1700
135878837,"Mauperché, Henri",Paris,1602,31,1600
135892295,"Victors, Jan",Amsterdam,1619,2,1600
13592457X,"Eybl, Franz",Wien,1806,1,1800
135959292,"Anonym, französisch, 19. Jahrhundert",Paris,1801,1,1800
135959810,"Hubert, François",Abbeville,1744,1,1700
136000223,"Perelle, Gabriel",Vernon <Eure>,1604,32,1600
136106994,"Fry, William Thomas",London,1789,1,1750
13618832X,Anonym,Nürnberg,1488,1,1450
13618832X,"Krug, Ludwig",Nürnberg,1488,10,1450
136260764,"Corneille, Michel",Paris,1642,3,1600
136271006,Anonym,Antwerpen,1596,19,1550
136271006,"Jegher, Christoffel",Antwerpen,1596,2,1550
136390307,"Lalauze, Adolphe",Rive-de-Gier,1838,1,1800
136429424,"Geringswald, Moritz Ferdinand",Dresden,1825,2,1800
136470076,"Aveline, Pierre Alexandre",Paris,1702,5,1700
136525776,"Féart, Adrien",Sedan,1813,2,1800
136575420,"Mariette, Jean",Paris,1660,2,1650
13661812X,"La Vallée Poussin, Étienne de",Rouen,1735,3,1700
136655343,"Anonym, französisch, 18. Jahrhundert",Paris,1701,2,1700
136973949,"Wagner, Friedrich",Stuttgart,1801,1,1800
13718624X,"Schrotzberg, Franz",Wien,1811,1,1800
137267649,"Lafosse, Adolphe",Paris,1810,1,1800
137449275,"Vaillant, Bernard",Lille,1632,3,1600
137513194,"Sweelink, Gerrit Pietersz.",Amsterdam,1566,4,1550
137539665,"Lépicié, Nicolas-Bernard",Paris,1735,2,1700
137621949,"Forest, Eugène Hippolyte",Straßburg,1808,3,1800
137654944,"Ruotte, Louis Charles",Paris,1754,3,1750
137735545,"Anonym, französisch, 15. Jahrhundert",Koblenz,1401,2,1400
137735545,"Anonym, französisch, 16. Jahrhundert",Koblenz,1501,1,1500
13774885X,"Bein, Jean",Goxweiler,1789,1,1750
137784376,"Tischler, Anton",Wien,1721,1,1700
137847947,"Jeanniot, Georges",Genf,1848,27,1800
138429545,"Schut, Cornelis",Antwerpen,1629,3,1600
13871410X,"Passe, Willem van de",Köln,1598,17,1550
138807159,"Veen, Gisbert van",Leiden,1562,1,1550
138807248,"Feddes, Petrus",Harlingen,1586,8,1550
138854645,"Hondius, Hendrik",Amsterdam,1597,4,1550
138937273,"Peeters, Bonaventura",Antwerpen,1614,1,1600
139010300,"Duflos, Claude","Coucy-le-Château, Aisne",1665,2,1650
139024344,"Cock, Jan Claudius de",Antwerpen,1668,1,1650
139078126,"Verschuring, Hendrik",Gorinchem,1627,2,1600
139081887,"Anonym, niederländisch, 17. Jahrhundert",Haarlem,1601,1,1600
139081887,"Visscher, Cornelius",Haarlem,1629,1,1600
139642374,"Lennep, Jacques",Brüssel,1941,2,1900
139937129,"Dubourg, Louis Fabritius",Amsterdam,1693,2,1650
140022759,"Jazet, Jean Pierre Marie",Paris,1788,2,1750
140034854,"La Touche, Gaston",St.-Cloud,1854,26,1850
140082999,"Boursse, Esaias",Amsterdam,1631,1,1600
140243690,"Dolivar, Juan",Zaragoza,1641,10,1600
140396837,"Roullet, Jean Louis",Arles,1645,6,1600
140873538,"Coulet, Anne Philiberte",Paris,1736,1,1700
140873538,"Lempereur, Louis Simon",Paris,1728,2,1700
141325402,"Millet, Jean François",Antwerpen,1642,4,1600
141325402,Théodore,Antwerpen,1601,29,1600
141857587,"Bellay, François",Lyon,1790,2,1750
141884738,"Van Loo, Amédée",Turin,1719,3,1700
142592110,"Furnerius, Abraham",Rotterdam,1628,1,1600
143130471,"Auriol, George",Beauvais,1863,1,1850
143308726,"Debucourt, Philibert-Louis",Paris,1755,7,1750
143327445,"Holl, William",Essex,1807,1,1800
143449990,"Ghémar, Louis-Joseph",Lannoy,1819,1,1800
143486551,"Lunois, Alexandre",Paris,1863,119,1850
14349662X,"Wael, Lucas de",Antwerpen,1591,1,1550
143515470,"Tortebat, François",Paris,1616,4,1600
143682466,"Henriette, Israel",Nancy,1590,16,1550
143956965,"Bouton, Charles-Marie",Paris,1781,7,1750
154654582,"Scharnagel, Franz Sebastian",Bamberg,1791,1,1750
161106099,"Goeneutte, Norbert",Paris,1854,145,1850
171976770,"Bichebois, Alphonse",Paris,1801,2,1800
172228964,"Lépicié, François Bernard",Paris,1698,6,1650
174184697,"Bidauld, Jean Joseph Xavier",Carpentras,1758,3,1750
174194250,"Charpentier, François-Philippe",Blois,1734,5,1700
174202970,"Echard, Charles",Caen,1748,12,1700
174215118,"Groenewegen, Gerrit",Rotterdam,1754,1,1750
174235224,"Lagrenée, Jean-Jacques",Paris,1739,3,1700
174331592,"Anonym, niederländisch, 17. Jahrhundert",München,1601,1,1600
174349335,Legris,Crouy-sur-Ourg,1801,1,1800
174349335,"Massard, Léopold",Crouy-sur-Ourg,1812,4,1800
188440542,"Focus, Georges",Châteaudun,1644,7,1600
188440801,"Feyen-Perrin, François Nicolas Auguste",Bey-sur-Seille,1826,60,1800
188485546,"Coupin de la Couperie, Marie-Philippe",Sèvres,1773,2,1750
18946318X,"Begeyn, Abraham",Leiden,1637,2,1600
